carat,cut,color,clarity,depth,table,price,x,y,z,volume,dimension_ratio,carat_category,Cluster,price_usd,Segment
0.9,Ideal,F,SI1,61.8,58.0,8.475537516147405,6.21,6.24,3.85,149.18904,1.6168831168831168,Medium,0,4795.0,Premium Segment
1.01,Premium,F,SI2,62.2,57.0,8.475746001502063,6.43,6.36,3.98,162.76130400000002,1.6067839195979898,Medium,0,4795.999999999997,Premium Segment
1.02,Premium,H,SI1,62.0,60.0,8.475746001502063,6.37,6.4,3.96,161.44128,1.6123737373737372,Medium,2,4795.999999999997,Luxury Segment
1.02,Good,H,SI1,63.4,57.0,8.475746001502063,6.36,6.42,4.05,165.36636,1.577777777777778,Medium,0,4795.999999999997,Premium Segment
1.02,Very Good,H,SI1,62.9,59.0,8.475746001502063,6.38,6.41,4.02,164.401116,1.5907960199004976,Medium,0,4795.999999999997,Premium Segment
1.01,Ideal,F,SI2,60.0,57.0,8.475746001502063,6.55,6.51,3.92,167.15076,1.665816326530612,Medium,2,4795.999999999997,Luxury Segment
0.9,Fair,D,SI1,64.0,63.0,8.475746001502063,6.12,6.04,3.89,143.79307200000002,1.562982005141388,Medium,0,4795.999999999997,Premium Segment
1.05,Very Good,E,SI2,60.5,58.0,8.47595444339964,6.55,6.6,3.98,172.0554,1.652010050251256,Medium,2,4797.000000000002,Luxury Segment
1.16,Ideal,H,SI2,61.9,56.0,8.47595444339964,6.73,6.77,4.18,190.449578,1.6148325358851676,Medium,0,4797.000000000002,Premium Segment
1.04,Ideal,F,SI2,62.2,56.0,8.47595444339964,6.45,6.48,4.02,168.01992,1.6082089552238807,Medium,0,4797.000000000002,Premium Segment
1.02,Premium,H,SI2,62.6,58.0,8.476162841858246,6.44,6.4,4.02,165.68832,1.5970149253731345,Medium,0,4798.000000000001,Premium Segment
0.76,Very Good,E,IF,61.9,56.0,8.476162841858246,5.83,5.85,3.62,123.46191,1.6132596685082872,Medium,0,4798.000000000001,Premium Segment
1.02,Ideal,I,VS1,60.2,57.0,8.476162841858246,6.56,6.49,3.93,167.31739199999998,1.6603053435114503,Medium,2,4798.000000000001,Luxury Segment
1.19,Ideal,H,SI2,61.7,56.0,8.476162841858246,6.83,6.78,4.2,194.49108,1.620238095238095,Medium,0,4798.000000000001,Premium Segment
1.12,Premium,G,SI2,60.8,55.0,8.476162841858246,6.84,6.69,4.11,188.071956,1.645985401459854,Medium,0,4798.000000000001,Premium Segment
1.02,Ideal,E,SI2,62.9,57.0,8.476162841858246,6.44,6.38,4.03,165.58141600000002,1.5905707196029777,Medium,0,4798.000000000001,Premium Segment
1.02,Ideal,H,VVS2,60.9,57.0,8.476162841858246,6.49,6.44,3.94,164.67466400000004,1.6408629441624365,Medium,2,4798.000000000001,Luxury Segment
1.02,Ideal,E,SI2,62.1,55.0,8.476162841858246,6.51,6.4,4.01,167.07264,1.6097256857855362,Medium,0,4798.000000000001,Premium Segment
1.0,Very Good,F,SI1,63.3,61.0,8.476162841858246,6.31,6.29,3.99,158.362701,1.5789473684210524,Medium,0,4798.000000000001,Premium Segment
1.12,Ideal,G,SI2,62.4,56.0,8.476162841858246,6.67,6.63,4.15,183.521715,1.6024096385542168,Medium,0,4798.000000000001,Premium Segment
1.02,Ideal,E,SI2,60.3,57.0,8.476162841858246,6.53,6.5,3.95,167.65775000000002,1.649367088607595,Medium,2,4798.000000000001,Luxury Segment
1.02,Ideal,D,SI1,62.1,53.0,8.476162841858246,6.43,6.38,3.98,163.27313199999998,1.60929648241206,Medium,0,4798.000000000001,Premium Segment
1.01,Very Good,D,SI2,60.5,58.0,8.476371196895983,6.45,6.5,3.92,164.346,1.6517857142857142,Medium,2,4799.000000000001,Luxury Segment
1.07,Ideal,E,SI2,61.2,56.0,8.476371196895983,6.63,6.66,4.07,179.71410600000002,1.6326781326781326,Medium,0,4799.000000000001,Premium Segment
1.03,Very Good,H,SI1,60.4,58.0,8.476579508530941,6.48,6.56,3.94,167.484672,1.6548223350253806,Medium,2,4800.000000000003,Luxury Segment
0.63,Very Good,D,IF,59.6,59.0,8.476579508530941,5.55,5.59,3.32,103.00134,1.6777108433734942,Medium,2,4800.000000000003,Luxury Segment
1.03,Ideal,H,SI1,62.4,56.0,8.476579508530941,6.45,6.5,4.04,169.377,1.6027227722772277,Medium,0,4800.000000000003,Premium Segment
0.9,Premium,F,VS2,62.4,58.0,8.4767877767812,6.15,6.22,3.86,147.65658,1.6023316062176167,Medium,0,4801.000000000004,Premium Segment
0.9,Ideal,F,VS2,62.6,56.0,8.4767877767812,6.16,6.23,3.88,148.901984,1.5966494845360826,Medium,0,4801.000000000004,Premium Segment
1.04,Ideal,H,SI1,62.1,57.0,8.4767877767812,6.49,6.52,4.04,170.95179199999998,1.6101485148514851,Medium,0,4801.000000000004,Premium Segment
0.91,Ideal,F,SI1,62.0,57.0,8.4767877767812,6.22,6.24,3.86,149.817408,1.6139896373056997,Medium,0,4801.000000000004,Premium Segment
0.71,Ideal,E,VVS1,62.0,56.0,8.476996001664824,5.69,5.73,3.54,115.417098,1.6129943502824862,Medium,0,4802.000000000001,Premium Segment
1.01,Ideal,G,SI2,61.4,57.0,8.477204183199873,6.44,6.48,3.97,165.67286400000003,1.6272040302267003,Medium,0,4802.999999999996,Premium Segment
0.9,Very Good,D,VS2,60.9,62.0,8.477412321404392,6.11,6.18,3.74,141.221652,1.6430481283422458,Medium,2,4803.999999999996,Luxury Segment
1.04,Ideal,E,SI2,62.0,55.0,8.477412321404392,6.48,6.51,4.03,170.00474400000002,1.6116625310173696,Medium,0,4803.999999999996,Premium Segment
1.04,Ideal,E,SI2,61.4,56.0,8.477412321404392,6.5,6.56,4.01,170.9864,1.628428927680798,Medium,0,4803.999999999996,Premium Segment
1.01,Very Good,I,SI1,64.4,54.0,8.477620416296414,6.31,6.4,4.09,165.17056,1.5537897310513449,Medium,0,4805.0,Premium Segment
1.01,Ideal,D,SI2,63.0,54.0,8.477620416296414,6.43,6.39,4.04,165.994308,1.5866336633663367,Medium,0,4805.0,Premium Segment
1.01,Premium,G,SI1,60.0,58.0,8.477620416296414,6.55,6.51,3.92,167.15076,1.665816326530612,Medium,2,4805.0,Luxury Segment
1.01,Good,D,SI2,63.6,57.0,8.477620416296414,6.39,6.35,4.05,164.33482499999997,1.5728395061728393,Medium,0,4805.0,Premium Segment
1.0,Good,G,VS1,63.7,60.0,8.477620416296414,6.38,6.31,4.04,162.64151199999998,1.5705445544554455,Medium,0,4805.0,Premium Segment
1.23,Ideal,I,SI2,60.6,57.0,8.477620416296414,6.97,6.88,4.2,201.40512,1.6488095238095235,Medium,2,4805.0,Luxury Segment
1.0,Premium,E,SI1,59.1,58.0,8.477620416296414,6.52,6.44,3.83,160.817104,1.691906005221932,Medium,2,4805.0,Luxury Segment
1.01,Premium,G,SI1,60.2,60.0,8.477620416296414,6.45,6.43,3.88,160.91718,1.6597938144329896,Medium,2,4805.0,Luxury Segment
1.01,Premium,G,SI1,62.1,56.0,8.477620416296414,6.42,6.36,3.97,162.09986400000005,1.6095717884130982,Medium,0,4805.0,Premium Segment
1.01,Good,D,SI2,63.6,56.0,8.477620416296414,6.38,6.33,4.04,163.157016,1.5730198019801982,Medium,0,4805.0,Premium Segment
1.1,Premium,I,SI1,62.7,57.0,8.477620416296414,6.6,6.55,4.12,178.1076,1.5958737864077668,Medium,0,4805.0,Premium Segment
1.01,Premium,D,SI2,61.5,56.0,8.477620416296414,6.46,6.39,3.95,163.05363,1.6265822784810124,Medium,0,4805.0,Premium Segment
1.0,Premium,E,SI1,62.8,59.0,8.477620416296414,6.4,6.3,3.99,160.8768,1.5914786967418544,Medium,0,4805.0,Premium Segment
1.0,Very Good,E,SI1,63.4,58.0,8.477620416296414,6.29,6.26,3.98,156.714092,1.576633165829146,Medium,0,4805.0,Premium Segment
1.0,Premium,E,SI1,61.0,61.0,8.477620416296414,6.45,6.4,3.92,161.8176,1.639030612244898,Medium,2,4805.0,Luxury Segment
1.01,Premium,G,SI1,61.0,58.0,8.478244441277663,6.53,6.49,3.97,168.247409,1.6397984886649872,Medium,2,4808.000000000004,Luxury Segment
1.0,Ideal,E,SI2,62.9,55.0,8.478244441277663,6.38,6.41,4.02,164.401116,1.5907960199004976,Medium,0,4808.000000000004,Premium Segment
1.0,Ideal,E,SI2,62.2,52.0,8.478244441277663,6.42,6.47,4.01,166.56497399999998,1.6072319201995011,Medium,0,4808.000000000004,Premium Segment
1.01,Premium,G,SI1,62.7,59.0,8.478244441277663,6.41,6.35,4.0,162.814,1.595,Medium,0,4808.000000000004,Premium Segment
1.01,Ideal,I,VS1,62.6,56.0,8.478244441277663,6.42,6.36,4.0,163.3248,1.5975,Medium,0,4808.000000000004,Premium Segment
1.01,Ideal,E,SI2,62.4,56.0,8.478244441277663,6.43,6.39,4.0,164.3508,1.6025,Medium,0,4808.000000000004,Premium Segment
1.1,Ideal,F,SI2,60.4,55.0,8.478452363099807,6.73,6.77,4.08,185.893368,1.6544117647058822,Medium,2,4809.000000000001,Luxury Segment
0.97,Premium,F,SI1,59.9,59.0,8.478660241699453,6.36,6.39,3.82,155.246328,1.668848167539267,Medium,2,4809.999999999996,Luxury Segment
1.04,Premium,G,SI1,59.2,61.0,8.47886807709457,6.68,6.63,3.94,174.49629599999997,1.6890862944162437,Medium,2,4810.999999999999,Luxury Segment
1.04,Premium,D,SI2,61.6,58.0,8.47886807709457,6.52,6.46,4.0,168.4768,1.6225,Medium,0,4810.999999999999,Premium Segment
1.12,Ideal,I,SI1,61.7,58.0,8.47886807709457,6.66,6.6,4.09,179.78004,1.6210268948655258,Medium,0,4810.999999999999,Premium Segment
1.04,Premium,D,SI2,61.0,59.0,8.47886807709457,6.54,6.51,3.98,169.450092,1.6394472361809047,Medium,2,4810.999999999999,Luxury Segment
1.24,Ideal,I,SI2,60.7,57.0,8.47907586930311,6.98,6.92,4.22,203.832752,1.646919431279621,Medium,2,4812.0,Luxury Segment
1.01,Very Good,F,SI1,62.7,56.0,8.47907586930311,6.37,6.39,4.0,162.8172,1.595,Medium,0,4812.0,Premium Segment
1.04,Ideal,H,SI1,59.7,60.0,8.47907586930311,6.61,6.59,3.94,171.626006,1.6751269035532994,Medium,2,4812.0,Luxury Segment
1.02,Very Good,E,SI1,60.5,63.0,8.479283618343016,6.48,6.54,3.94,166.974048,1.6522842639593909,Medium,2,4812.999999999996,Luxury Segment
1.16,Premium,H,SI1,59.6,58.0,8.479491324232226,6.86,6.83,4.08,191.163504,1.6776960784313726,Medium,2,4814.000000000002,Luxury Segment
1.08,Ideal,G,SI2,61.8,56.0,8.479491324232226,6.54,6.6,4.06,175.24583999999996,1.618226600985222,Medium,0,4814.000000000002,Premium Segment
1.06,Premium,G,SI1,59.6,58.0,8.479698986988657,6.67,6.73,3.99,179.107509,1.6791979949874687,Medium,2,4815.0,Luxury Segment
1.21,Very Good,J,VS2,60.9,58.0,8.479906606630221,6.86,6.91,4.19,198.6168940000001,1.643198090692124,Medium,2,4816.000000000003,Luxury Segment
1.08,Very Good,F,SI1,61.3,57.0,8.479906606630221,6.62,6.6,4.05,176.9526,1.6320987654320986,Medium,0,4816.000000000003,Premium Segment
1.0,Premium,H,SI1,62.8,58.0,8.479906606630221,6.38,6.36,4.0,162.3072,1.5925,Medium,0,4816.000000000003,Premium Segment
0.8,Ideal,F,VS2,61.4,56.0,8.479906606630221,5.99,6.0,3.68,132.2592,1.6290760869565215,Medium,0,4816.000000000003,Premium Segment
1.01,Good,F,SI1,61.6,63.0,8.479906606630221,6.42,6.47,3.97,164.903478,1.6234256926952142,Medium,2,4816.000000000003,Luxury Segment
1.05,Ideal,F,SI1,61.8,57.0,8.479906606630221,6.54,6.51,4.03,171.57886200000002,1.619106699751861,Medium,0,4816.000000000003,Premium Segment
1.0,Premium,G,SI1,60.8,58.0,8.479906606630221,6.48,6.45,3.93,164.25828000000004,1.6450381679389312,Medium,2,4816.000000000003,Luxury Segment
1.0,Premium,H,SI1,62.4,59.0,8.479906606630221,6.42,6.37,3.99,163.172646,1.6027568922305762,Medium,0,4816.000000000003,Premium Segment
0.91,Premium,D,SI1,60.2,58.0,8.479906606630221,6.31,6.28,3.79,150.18557199999998,1.6609498680738786,Medium,2,4816.000000000003,Luxury Segment
1.0,Premium,D,SI2,62.4,58.0,8.479906606630221,6.36,6.33,3.96,159.424848,1.6022727272727275,Medium,0,4816.000000000003,Premium Segment
0.94,Premium,D,SI1,60.7,60.0,8.480114183174816,6.32,6.27,3.82,151.37284799999998,1.6479057591623036,Medium,2,4816.999999999997,Luxury Segment
1.02,Premium,D,SI2,62.5,59.0,8.480321716640333,6.38,6.43,4.0,164.09359999999998,1.6012499999999998,Medium,0,4818.000000000001,Premium Segment
0.9,Ideal,D,SI1,62.6,55.0,8.480529207044645,6.1,6.16,3.84,144.29184,1.5963541666666667,Medium,0,4818.999999999996,Premium Segment
1.03,Good,I,VS2,60.0,62.0,8.480529207044645,6.51,6.55,3.92,167.15076,1.665816326530612,Medium,2,4818.999999999996,Luxury Segment
1.02,Ideal,H,SI1,58.8,57.0,8.480529207044645,6.66,6.6,3.9,171.42839999999998,1.7,Medium,2,4818.999999999996,Luxury Segment
1.02,Premium,H,SI1,61.2,57.0,8.480529207044645,6.54,6.5,3.99,169.6149,1.6340852130325814,Medium,0,4818.999999999996,Premium Segment
1.23,Ideal,F,SI2,62.1,57.0,8.480529207044645,6.83,6.8,4.23,196.45812000000004,1.611111111111111,Medium,0,4818.999999999996,Premium Segment
1.16,Premium,F,SI2,61.2,61.0,8.480736654405622,6.77,6.74,4.14,188.907372,1.6316425120772948,Medium,2,4819.999999999996,Luxury Segment
1.01,Very Good,D,SI1,59.1,61.0,8.480944058741116,6.46,6.5,3.83,160.82170000000002,1.691906005221932,Medium,2,4820.999999999998,Luxury Segment
1.01,Very Good,H,VS2,62.2,56.0,8.480944058741116,6.35,6.44,3.98,162.75812,1.6067839195979898,Medium,0,4820.999999999998,Premium Segment
1.01,Very Good,H,VS2,62.6,61.0,8.480944058741116,6.35,6.4,3.99,162.1536,1.5977443609022557,Medium,0,4820.999999999998,Premium Segment
1.01,Very Good,H,VS2,62.5,57.0,8.480944058741116,6.37,6.44,4.0,164.0912,1.60125,Medium,0,4820.999999999998,Premium Segment
1.01,Ideal,H,VS2,62.3,57.0,8.480944058741116,6.35,6.4,3.97,161.3408,1.605793450881612,Medium,0,4820.999999999998,Premium Segment
1.01,Very Good,D,SI1,62.7,58.0,8.480944058741116,6.34,6.38,3.99,161.392308,1.5939849624060147,Medium,0,4820.999999999998,Premium Segment
1.01,Good,D,SI1,64.1,60.0,8.480944058741116,6.27,6.3,4.03,159.18903,1.5595533498759304,Medium,0,4820.999999999998,Premium Segment
0.91,Ideal,E,SI2,62.4,57.0,8.480944058741116,6.17,6.21,3.86,147.89860199999998,1.6036269430051813,Medium,0,4820.999999999998,Premium Segment
0.91,Good,F,VS1,63.5,56.0,8.481358738407021,6.14,6.18,3.91,148.365732,1.5754475703324808,Medium,0,4822.999999999998,Premium Segment
0.91,Very Good,E,VS2,61.6,58.0,8.481358738407021,6.18,6.2,3.81,145.98396000000002,1.6246719160104983,Medium,0,4822.999999999998,Premium Segment
0.91,Very Good,E,VS2,62.9,55.0,8.481358738407021,6.13,6.17,3.87,146.371527,1.5891472868217056,Medium,0,4822.999999999998,Premium Segment
0.91,Very Good,E,VS2,62.8,59.0,8.481358738407021,6.15,6.17,3.87,146.849085,1.5917312661498708,Medium,0,4822.999999999998,Premium Segment
1.02,Ideal,E,SI2,61.6,55.0,8.481566013773087,6.46,6.52,4.0,168.4768,1.6225,Medium,0,4824.000000000002,Premium Segment
1.07,Very Good,E,SI2,61.6,56.0,8.481566013773087,6.54,6.6,4.05,174.81419999999997,1.6222222222222225,Medium,0,4824.000000000002,Premium Segment
1.21,Good,J,SI2,61.1,60.8,8.481566013773087,6.83,6.89,4.18,196.705366,1.6411483253588517,Medium,2,4824.000000000002,Luxury Segment
1.0,Good,G,SI1,63.9,60.0,8.481566013773087,6.27,6.22,3.99,155.60760599999998,1.56516290726817,Medium,0,4824.000000000002,Premium Segment
1.0,Ideal,G,SI1,62.7,56.0,8.481566013773087,6.39,6.36,4.0,162.5616,1.59375,Medium,0,4824.000000000002,Premium Segment
1.29,Fair,F,SI2,64.4,57.0,8.481566013773087,6.85,6.79,4.39,204.185485,1.5535307517084285,Medium,0,4824.000000000002,Premium Segment
1.01,Ideal,H,SI2,62.0,57.0,8.481773246184977,6.4,6.43,3.98,163.78496,1.6118090452261309,Medium,0,4824.999999999999,Premium Segment
1.01,Ideal,I,SI1,61.2,56.0,8.481773246184977,6.48,6.51,3.97,167.473656,1.6360201511335013,Medium,0,4824.999999999999,Premium Segment
0.98,Very Good,H,VS2,59.9,60.0,8.481980435660493,6.45,6.38,3.84,158.01984000000002,1.6705729166666667,Medium,2,4825.999999999999,Luxury Segment
1.17,Very Good,I,SI1,62.6,58.0,8.481980435660493,6.64,6.71,4.18,186.237392,1.59688995215311,Medium,0,4825.999999999999,Premium Segment
1.17,Very Good,H,SI2,62.7,56.0,8.481980435660493,6.68,6.74,4.21,189.547672,1.5938242280285035,Medium,0,4825.999999999999,Premium Segment
1.17,Good,H,SI2,63.8,58.0,8.481980435660493,6.57,6.73,4.24,187.476264,1.5683962264150944,Medium,0,4825.999999999999,Premium Segment
1.08,Premium,H,SI1,62.6,56.0,8.481980435660493,6.58,6.52,4.1,175.89655999999997,1.5975609756097562,Medium,0,4825.999999999999,Premium Segment
1.39,Premium,I,SI2,61.9,59.0,8.481980435660493,7.15,7.11,4.41,224.18896500000005,1.616780045351474,Medium,0,4825.999999999999,Premium Segment
1.1,Very Good,H,SI1,61.6,56.0,8.482187582217422,6.61,6.66,4.09,180.052434,1.6222493887530562,Medium,0,4827.000000000002,Premium Segment
1.1,Ideal,H,SI1,60.2,56.0,8.482187582217422,6.74,6.82,4.08,187.54454400000003,1.661764705882353,Medium,2,4827.000000000002,Luxury Segment
1.0,Very Good,G,SI1,59.3,63.0,8.482187582217422,6.48,6.44,3.83,159.83049600000004,1.6866840731070498,Medium,2,4827.000000000002,Luxury Segment
1.02,Premium,H,VS1,62.1,57.0,8.482187582217422,6.46,6.42,4.0,165.8928,1.61,Medium,0,4827.000000000002,Premium Segment
1.04,Good,F,SI1,63.1,57.0,8.482394685873542,6.36,6.41,4.03,164.293428,1.584367245657568,Medium,0,4828.000000000001,Premium Segment
1.2,Good,G,SI1,63.5,60.0,8.482394685873542,6.68,6.74,4.26,191.798832,1.5751173708920188,Medium,0,4828.000000000001,Premium Segment
1.01,Ideal,F,SI1,62.3,57.0,8.482601746646619,6.4,6.44,4.0,164.86400000000003,1.605,Medium,0,4829.000000000004,Premium Segment
1.01,Premium,F,SI1,60.3,58.0,8.482601746646619,6.53,6.61,3.96,170.92666800000003,1.6590909090909092,Medium,2,4829.000000000004,Luxury Segment
1.06,Ideal,H,SI2,62.5,57.1,8.482601746646619,6.46,6.5,4.05,170.0595,1.6,Medium,0,4829.000000000004,Premium Segment
1.12,Ideal,I,SI1,62.0,56.0,8.482601746646619,6.69,6.64,4.13,183.461208,1.6138014527845037,Medium,0,4829.000000000004,Premium Segment
1.1,Ideal,E,SI2,61.6,57.0,8.482601746646619,6.68,6.64,4.1,181.85632,1.6243902439024391,Medium,0,4829.000000000004,Premium Segment
1.1,Premium,E,SI2,60.7,58.0,8.482601746646619,6.77,6.65,4.07,183.233435,1.6486486486486485,Medium,2,4829.000000000004,Luxury Segment
1.0,Fair,F,VS2,64.7,59.0,8.482601746646619,6.22,6.15,4.0,153.012,1.54625,Medium,0,4829.000000000004,Premium Segment
1.22,Premium,H,SI1,61.0,59.0,8.482601746646619,6.92,6.86,4.2,199.37904000000003,1.6404761904761906,Medium,2,4829.000000000004,Luxury Segment
1.0,Ideal,E,SI2,61.8,57.0,8.482601746646619,6.43,6.39,3.96,162.707292,1.6186868686868687,Medium,0,4829.000000000004,Premium Segment
1.07,Premium,H,VS2,58.9,58.0,8.482808764554406,6.7,6.65,3.93,175.10115000000005,1.6984732824427482,Medium,2,4829.999999999996,Luxury Segment
1.07,Ideal,H,SI1,62.0,57.0,8.482808764554406,6.51,6.56,4.05,172.95767999999998,1.6135802469135805,Medium,0,4829.999999999996,Premium Segment
1.0,Very Good,H,SI1,62.8,56.0,8.482808764554406,6.33,6.37,3.99,160.885179,1.5914786967418544,Medium,0,4829.999999999996,Premium Segment
1.0,Very Good,H,SI1,62.2,59.0,8.482808764554406,6.32,6.35,3.94,158.12008,1.6078680203045683,Medium,0,4829.999999999996,Premium Segment
0.73,Ideal,E,VVS1,62.0,56.0,8.482808764554406,5.75,5.79,3.58,119.18715,1.6117318435754189,Medium,0,4829.999999999996,Premium Segment
1.2,Ideal,J,SI1,62.3,56.0,8.482808764554406,6.77,6.81,4.23,195.018651,1.605200945626477,Medium,0,4829.999999999996,Premium Segment
1.15,Premium,H,SI2,61.6,60.0,8.482808764554406,6.75,6.72,4.15,188.244,1.62289156626506,Medium,2,4829.999999999996,Luxury Segment
1.15,Premium,I,SI1,62.2,59.0,8.482808764554406,6.75,6.68,4.18,188.4762,1.6064593301435408,Medium,0,4829.999999999996,Premium Segment
1.15,Ideal,H,SI2,62.0,57.0,8.482808764554406,6.75,6.66,4.16,187.0128,1.611778846153846,Medium,0,4829.999999999996,Premium Segment
1.01,Very Good,E,SI1,63.2,59.0,8.482808764554406,6.28,6.25,3.96,155.43,1.5820707070707072,Medium,0,4829.999999999996,Premium Segment
1.15,Premium,H,SI2,62.0,58.0,8.482808764554406,6.7,6.66,4.14,184.73508,1.6135265700483092,Medium,0,4829.999999999996,Premium Segment
1.22,Premium,I,SI2,62.3,58.0,8.48301573961465,6.8,6.85,4.25,197.965,1.6058823529411763,Medium,0,4830.999999999997,Premium Segment
1.2,Very Good,H,SI2,60.7,60.0,8.48301573961465,6.81,6.89,4.16,195.190944,1.6466346153846152,Medium,2,4830.999999999997,Luxury Segment
1.2,Ideal,J,SI1,61.6,57.0,8.48301573961465,6.79,6.87,4.21,196.385133,1.6223277909738718,Medium,0,4830.999999999997,Premium Segment
1.01,Ideal,E,SI2,61.9,56.0,8.483222671845084,6.43,6.46,3.99,165.73582199999998,1.6152882205513783,Medium,0,4832.0,Premium Segment
1.1,Premium,F,SI2,62.6,57.0,8.483222671845084,6.6,6.56,4.12,178.37952,1.5970873786407769,Medium,0,4832.0,Premium Segment
1.02,Ideal,F,SI2,61.8,57.0,8.483222671845084,6.49,6.43,3.99,166.505493,1.6190476190476188,Medium,0,4832.0,Premium Segment
0.9,Premium,E,VS2,62.1,55.0,8.483429561263428,6.23,6.14,3.84,146.888448,1.6106770833333337,Medium,0,4832.999999999997,Premium Segment
0.93,Premium,G,VS2,62.2,59.0,8.483636407887394,6.21,6.26,3.88,150.833448,1.6069587628865978,Medium,0,4833.999999999995,Premium Segment
1.11,Very Good,G,VS2,63.4,56.0,8.483636407887394,6.62,6.54,4.18,180.972264,1.5741626794258374,Medium,0,4833.999999999995,Premium Segment
1.03,Very Good,H,SI1,60.8,60.0,8.484049972822984,6.47,6.5,3.94,165.6967,1.645939086294416,Medium,2,4836.000000000003,Luxury Segment
1.04,Ideal,I,SI1,61.7,55.0,8.484049972822984,6.5,6.54,4.02,170.89019999999996,1.6218905472636818,Medium,0,4836.000000000003,Premium Segment
1.01,Very Good,H,SI1,63.1,59.0,8.484049972822984,6.36,6.32,4.0,160.78080000000003,1.585,Medium,0,4836.000000000003,Premium Segment
1.01,Very Good,H,SI1,63.4,59.0,8.484049972822984,6.34,6.28,4.0,159.2608,1.5775,Medium,0,4836.000000000003,Premium Segment
1.01,Good,H,SI1,63.7,60.0,8.484049972822984,6.35,6.3,4.03,161.22015,1.5694789081885854,Medium,0,4836.000000000003,Premium Segment
1.01,Premium,H,SI1,60.0,62.0,8.484049972822984,6.51,6.45,3.89,163.339155,1.6658097686375322,Medium,2,4836.000000000003,Luxury Segment
1.01,Ideal,H,SI1,62.2,57.0,8.484049972822984,6.43,6.37,3.98,163.017218,1.6080402010050252,Medium,0,4836.000000000003,Premium Segment
1.01,Premium,H,SI1,62.4,60.0,8.484049972822984,6.36,6.33,3.96,159.424848,1.6022727272727275,Medium,0,4836.000000000003,Premium Segment
1.27,Premium,I,SI2,62.0,60.0,8.484049972822984,6.91,6.86,4.27,202.409102,1.6124121779859486,Medium,2,4836.000000000003,Luxury Segment
1.01,Ideal,H,SI1,62.6,55.0,8.484049972822984,6.43,6.39,4.01,164.761677,1.598503740648379,Medium,0,4836.000000000003,Premium Segment
1.01,Ideal,D,SI2,60.5,57.0,8.484256691169973,6.53,6.6,3.97,171.09906,1.653652392947103,Medium,2,4837.000000000003,Luxury Segment
1.15,Ideal,G,SI2,62.3,56.0,8.48446336679332,6.67,6.75,4.18,188.19405,1.605263157894737,Medium,0,4838.000000000003,Premium Segment
1.18,Ideal,I,SI2,62.2,57.0,8.48446336679332,6.73,6.76,4.2,191.07816,1.605952380952381,Medium,0,4838.000000000003,Premium Segment
1.2,Premium,H,VS1,61.7,59.0,8.48446336679332,6.78,6.74,4.17,190.557324,1.6211031175059951,Medium,2,4838.000000000003,Luxury Segment
1.2,Very Good,I,SI1,63.1,58.0,8.48446336679332,6.72,6.66,4.22,188.866944,1.585308056872038,Medium,0,4838.000000000003,Premium Segment
1.2,Premium,J,SI1,60.6,59.0,8.48446336679332,6.88,6.84,4.16,195.766272,1.6490384615384617,Medium,2,4838.000000000003,Luxury Segment
0.9,Ideal,H,VVS2,62.0,57.0,8.48446336679332,6.2,6.15,3.83,146.0379,1.612271540469974,Medium,0,4838.000000000003,Premium Segment
1.2,Premium,I,SI2,61.5,58.0,8.48446336679332,6.82,6.77,4.18,192.996452,1.625598086124402,Medium,0,4838.000000000003,Premium Segment
1.2,Premium,J,SI1,61.4,59.0,8.48446336679332,6.87,6.82,4.2,196.78428,1.6297619047619047,Medium,2,4838.000000000003,Luxury Segment
0.9,Premium,F,VS2,62.3,58.0,8.48446336679332,6.16,6.14,3.83,144.859792,1.605744125326371,Medium,0,4838.000000000003,Premium Segment
0.9,Ideal,F,VS2,62.0,56.0,8.48446336679332,6.23,6.15,3.84,147.12768,1.6119791666666667,Medium,0,4838.000000000003,Premium Segment
1.2,Premium,J,VS2,60.8,60.0,8.484669999710677,6.85,6.89,4.18,197.28136999999995,1.6435406698564592,Medium,2,4838.999999999999,Luxury Segment
1.01,Good,H,VS2,64.2,55.0,8.484669999710677,6.38,6.34,4.08,165.032736,1.5588235294117645,Medium,0,4838.999999999999,Premium Segment
1.01,Premium,H,VS2,60.5,58.0,8.484669999710677,6.46,6.4,3.89,160.82816,1.652956298200514,Medium,2,4838.999999999999,Luxury Segment
1.03,Ideal,D,SI2,60.7,55.0,8.484669999710677,6.61,6.53,3.99,172.22156700000002,1.6466165413533835,Medium,0,4838.999999999999,Premium Segment
1.08,Very Good,E,SI2,59.5,59.0,8.484876589939695,6.71,6.78,4.01,182.430138,1.6820448877805487,Medium,2,4840.000000000004,Luxury Segment
1.14,Very Good,I,SI1,62.6,55.0,8.484876589939695,6.66,6.72,4.19,187.524288,1.5966587112171835,Medium,0,4840.000000000004,Premium Segment
1.07,Ideal,H,SI2,62.4,55.0,8.484876589939695,6.56,6.59,4.1,177.24463999999998,1.6036585365853655,Medium,0,4840.000000000004,Premium Segment
1.12,Ideal,J,SI1,62.4,57.0,8.484876589939695,6.65,6.6,4.14,181.7046,1.60024154589372,Medium,0,4840.000000000004,Premium Segment
1.0,Ideal,I,VS2,62.4,52.0,8.485083137498004,6.41,6.45,4.02,166.20489,1.599502487562189,Medium,0,4840.999999999999,Premium Segment
