carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Ideal,D,VS2,61.5,56.0,8.048788283534199,5.7,5.74,3.52
0.75,Very Good,F,VS1,63.2,57.0,8.048788283534199,5.78,5.74,3.64
0.75,Ideal,E,SI2,62.6,55.0,8.048788283534199,5.72,5.79,3.6
0.97,Good,J,VS2,64.3,58.0,8.048788283534199,6.25,6.22,4.01
0.74,Ideal,I,VVS2,61.3,57.0,8.049107721326406,5.82,5.85,3.57
0.74,Ideal,G,SI1,60.6,55.0,8.049107721326406,5.87,5.93,3.57
0.74,Ideal,G,SI1,61.9,55.0,8.049107721326406,5.8,5.83,3.6
0.74,Ideal,G,SI1,61.3,57.0,8.049107721326406,5.81,5.83,3.57
0.7,Very Good,D,VS2,61.2,60.0,8.049427057110695,5.73,5.77,3.52
0.71,Very Good,D,VS2,60.3,62.0,8.049427057110695,5.69,5.76,3.45
0.82,Ideal,E,SI2,62.6,55.0,8.049427057110695,5.94,5.98,3.73
0.72,Ideal,H,VS1,61.6,55.0,8.050065422915965,5.76,5.8,3.56
0.82,Ideal,G,SI1,61.8,55.0,8.050065422915965,6.02,6.05,3.73
0.74,Premium,E,VS1,60.0,57.0,8.050065422915965,5.94,5.89,3.55
0.94,Good,I,SI2,63.8,60.0,8.050384453067021,6.14,6.21,3.94
0.71,Ideal,D,VS2,61.2,56.0,8.0507033814703,5.76,5.78,3.53
0.71,Ideal,D,VS2,60.4,57.0,8.0507033814703,5.77,5.82,3.5
0.73,Ideal,F,VS1,62.9,56.0,8.0507033814703,5.71,5.77,3.61
0.8,Very Good,D,VS2,63.1,57.0,8.0507033814703,5.94,5.89,3.73
0.81,Premium,D,SI1,60.7,58.0,8.0507033814703,6.07,5.99,3.66
0.7,Premium,F,VVS2,62.6,59.0,8.051022208190679,5.66,5.62,3.53
0.8,Premium,G,VS2,59.6,59.0,8.051022208190679,6.09,6.0,3.6
0.75,Ideal,E,VS2,60.2,57.0,8.051022208190679,5.93,5.9,3.56
1.0,Premium,E,I1,62.3,58.0,8.051022208190679,6.38,6.33,3.96
0.71,Ideal,D,VS1,62.2,55.0,8.051022208190679,5.74,5.71,3.56
1.0,Premium,G,SI2,62.5,59.0,8.051022208190679,6.41,6.33,3.98
1.0,Ideal,H,I1,61.3,57.0,8.051022208190679,6.44,6.41,3.94
0.8,Ideal,F,SI1,61.0,56.0,8.051340933292979,5.98,6.05,3.67
0.72,Premium,H,VVS1,61.4,58.0,8.051340933292979,5.75,5.78,3.54
0.71,Ideal,H,VVS1,61.1,56.0,8.051340933292979,5.78,5.81,3.53
0.71,Ideal,D,VS2,62.3,56.0,8.051340933292979,5.68,5.72,3.55
1.01,Very Good,G,SI1,62.0,63.0,8.051340933292979,6.34,6.25,3.9
0.79,Very Good,E,SI1,63.3,56.3,8.051659556841953,5.85,5.88,3.71
0.74,Very Good,D,SI1,61.5,59.0,8.051659556841953,5.76,5.82,3.56
0.72,Very Good,D,VS2,63.1,59.0,8.0519780789023,5.67,5.7,3.59
0.9,Very Good,E,SI2,60.7,61.0,8.0519780789023,6.16,6.22,3.76
0.9,Good,E,SI2,64.1,57.0,8.0519780789023,6.07,6.09,3.9
0.9,Good,E,SI2,63.4,62.0,8.0519780789023,6.0,6.02,3.81
0.9,Very Good,E,SI2,59.5,61.0,8.0519780789023,6.24,6.3,3.73
0.72,Ideal,G,VVS2,62.4,57.0,8.0519780789023,5.71,5.76,3.58
0.54,Ideal,D,VVS1,61.4,58.0,8.0519780789023,5.28,5.25,3.23
0.73,Ideal,F,VS1,61.1,57.0,8.052296499538647,5.8,5.89,3.57
0.7,Ideal,G,VS1,61.2,57.0,8.052296499538647,5.7,5.74,3.5
0.72,Good,E,VS2,60.8,62.0,8.052296499538647,5.73,5.78,3.5
0.73,Ideal,D,SI1,62.4,53.0,8.052296499538647,5.82,5.79,3.62
1.02,Premium,H,I1,62.5,60.0,8.052614818815567,6.39,6.41,4.0
1.02,Very Good,E,I1,60.6,63.0,8.052614818815567,6.46,6.52,3.93
0.9,Premium,J,SI1,60.4,59.0,8.052614818815567,6.27,6.24,3.78
0.7,Ideal,E,VS2,61.9,56.0,8.052933036797567,5.69,5.72,3.53
1.02,Ideal,H,SI2,58.8,57.0,8.052933036797567,6.61,6.55,3.87
1.0,Premium,G,SI2,61.5,56.0,8.052933036797567,6.49,6.44,3.97
0.68,Very Good,G,IF,62.7,56.0,8.053251153549096,5.56,5.6,3.5
0.83,Ideal,E,SI2,61.0,57.0,8.053251153549096,6.06,6.13,3.72
0.8,Very Good,H,VS1,62.7,56.0,8.05356916913454,5.88,5.96,3.71
0.7,Very Good,E,VS1,62.8,57.0,8.053887083618223,5.65,5.68,3.56
0.84,Very Good,D,SI2,63.6,57.0,8.053887083618223,5.95,6.0,3.8
0.9,Premium,I,VS1,60.7,58.0,8.053887083618223,6.3,6.19,3.79
0.9,Very Good,J,VS2,63.5,56.0,8.053887083618223,6.12,6.1,3.88
0.7,Ideal,H,VS2,61.2,56.0,8.053887083618223,5.72,5.75,3.51
0.7,Ideal,H,VS2,61.2,57.0,8.053887083618223,5.73,5.77,3.52
0.71,Ideal,E,VS2,60.1,59.0,8.053887083618223,5.79,5.83,3.49
0.7,Ideal,G,SI1,61.6,55.0,8.053887083618223,5.71,5.76,3.53
0.74,Premium,G,VVS1,61.2,59.0,8.053887083618223,5.84,5.79,3.56
0.72,Ideal,E,VS2,60.6,57.0,8.053887083618223,5.85,5.83,3.54
0.78,Premium,D,SI1,60.9,55.0,8.053887083618223,6.0,5.93,3.63
0.71,Very Good,F,VS2,63.3,57.0,8.054204897064407,5.65,5.69,3.59
0.71,Ideal,H,IF,61.2,56.0,8.054204897064407,5.74,5.79,3.53
0.92,Very Good,J,VS2,60.9,62.0,8.054204897064407,6.26,6.31,3.83
0.8,Very Good,E,SI1,62.9,60.0,8.054204897064407,5.87,5.89,3.7
0.81,Ideal,F,SI1,61.2,57.0,8.054204897064407,6.0,6.05,3.69
0.78,Ideal,E,SI1,62.1,58.0,8.054204897064407,5.86,5.9,3.65
0.73,Good,E,VS1,63.7,59.0,8.054204897064407,5.67,5.69,3.62
1.06,Ideal,I,SI2,62.8,55.0,8.054204897064407,6.51,6.46,4.07
0.77,Ideal,G,VS1,62.2,56.0,8.054840221101024,5.9,5.85,3.66
0.7,Good,E,VS1,61.2,58.0,8.054840221101024,5.66,5.72,3.48
1.02,Ideal,I,VS2,62.8,57.0,8.054840221101024,6.45,6.39,4.03
0.91,Good,G,SI2,62.5,60.0,8.055157731819678,6.05,6.08,3.79
1.03,Good,J,SI2,64.1,62.0,8.055157731819678,6.37,6.33,4.07
1.03,Fair,J,SI2,64.6,62.0,8.055157731819678,6.3,6.21,4.06
1.03,Premium,J,SI2,62.2,59.0,8.055157731819678,6.42,6.4,3.99
0.94,Very Good,F,SI2,62.3,59.0,8.055475141757274,6.23,6.32,3.91
0.88,Very Good,E,SI2,59.1,58.0,8.055475141757274,6.22,6.3,3.7
0.75,Ideal,E,VS2,61.7,56.0,8.055475141757274,5.86,5.84,3.61
0.75,Premium,E,VS2,61.8,58.0,8.055475141757274,5.85,5.83,3.61
0.72,Ideal,F,VS2,61.3,56.0,8.05579245097777,5.78,5.8,3.55
0.77,Very Good,H,VS1,62.2,57.0,8.056109659545061,5.81,5.86,3.63
0.75,Ideal,D,SI1,62.0,58.0,8.056109659545061,5.81,5.84,3.61
0.83,Very Good,H,VS1,63.1,60.0,8.056426767522984,5.91,5.98,3.75
0.9,Good,D,SI2,63.9,60.0,8.056426767522984,6.07,6.11,3.89
0.8,Ideal,H,VS2,60.6,56.0,8.056426767522984,6.03,6.08,3.67
0.71,Ideal,D,VS2,62.0,57.0,8.056426767522984,5.69,5.73,3.54
0.7,Very Good,E,VVS2,59.2,61.0,8.056743774975313,5.79,5.84,3.44
0.7,Very Good,E,VS1,62.2,55.0,8.056743774975313,5.65,5.67,3.52
0.7,Very Good,E,VS1,63.6,57.0,8.056743774975313,5.61,5.65,3.58
0.95,Very Good,J,SI1,63.4,55.0,8.056743774975313,6.25,6.21,3.95
0.58,Ideal,D,VVS1,61.6,60.0,8.056743774975313,5.34,5.35,3.29
0.73,Ideal,G,VS2,61.7,56.0,8.056743774975313,5.79,5.81,3.58
0.77,Ideal,G,VS2,61.7,55.0,8.056743774975313,5.87,5.9,3.63
0.7,Ideal,F,VS1,61.2,58.0,8.056743774975313,5.7,5.73,3.5
0.7,Ideal,F,VS1,61.7,55.0,8.056743774975313,5.72,5.76,3.54
0.8,Ideal,D,SI2,61.9,54.0,8.056743774975313,6.0,5.95,3.7
1.22,Premium,J,SI2,62.6,59.0,8.057377488557991,6.79,4.24,3.76
0.64,Ideal,E,VVS2,62.1,53.0,8.057694194815587,5.51,5.54,3.43
1.06,Premium,F,I1,60.3,58.0,8.058010800802085,6.59,6.56,3.96
0.77,Ideal,D,SI1,62.3,56.0,8.058010800802085,5.84,5.87,3.65
0.8,Very Good,G,VS1,59.5,63.0,8.058010800802085,6.11,6.05,3.61
0.82,Premium,D,SI2,61.7,56.0,8.058327306580958,6.01,5.99,3.7
0.78,Ideal,E,VS2,62.1,54.0,8.058327306580958,5.92,5.94,3.68
0.7,Ideal,F,VVS2,62.0,57.0,8.058643712215618,5.68,5.74,3.54
0.9,Very Good,H,SI2,62.8,57.0,8.058643712215618,6.15,6.2,3.88
0.9,Good,H,SI2,63.4,60.0,8.058643712215618,6.03,6.08,3.84
0.9,Very Good,H,SI2,62.9,57.0,8.058643712215618,6.09,6.16,3.85
0.9,Good,H,SI2,62.4,61.0,8.058643712215618,6.03,6.11,3.79
0.9,Very Good,H,SI2,59.5,63.0,8.058643712215618,6.26,6.31,3.74
0.9,Ideal,J,VS2,61.3,57.0,8.058643712215618,6.16,6.24,3.8
0.9,Very Good,H,SI2,61.1,63.0,8.058643712215618,6.12,6.19,3.76
0.9,Very Good,H,SI2,59.2,61.0,8.058643712215618,6.23,6.27,3.7
0.81,Ideal,D,SI2,61.9,54.0,8.058643712215618,5.96,5.99,3.7
0.63,Ideal,E,VVS1,62.4,56.0,8.058960017769417,5.48,5.52,3.43
0.71,Premium,D,VS2,62.4,59.0,8.058960017769417,5.73,5.68,3.56
0.71,Ideal,D,VS2,62.5,55.0,8.058960017769417,5.74,5.71,3.58
0.71,Premium,D,VS2,59.2,59.0,8.058960017769417,5.86,5.8,3.45
0.76,Very Good,E,VS2,63.0,59.0,8.059276223305648,5.76,5.79,3.64
0.9,Good,G,SI2,63.3,59.0,8.059276223305648,6.07,6.12,3.86
0.9,Very Good,H,SI2,63.0,55.0,8.059276223305648,6.1,6.16,3.86
0.7,Ideal,F,VS1,61.0,58.0,8.059276223305648,5.74,5.76,3.51
0.74,Good,E,VS2,63.9,54.0,8.059592328887545,5.77,5.81,3.7
0.74,Good,E,VS2,63.5,56.0,8.059592328887545,5.75,5.8,3.67
0.78,Good,F,VS1,64.0,54.0,8.059592328887545,5.86,5.82,3.74
0.79,Ideal,F,SI1,61.3,56.0,8.059592328887545,5.96,6.01,3.67
0.73,Ideal,H,VS2,61.4,55.0,8.059908334578276,5.79,5.82,3.56
0.73,Ideal,H,VS2,61.0,56.0,8.059908334578276,5.83,5.88,3.57
1.0,Fair,H,SI2,63.7,54.0,8.059908334578276,6.42,6.27,4.06
0.7,Ideal,G,VVS1,62.8,57.0,8.060224240440958,5.63,5.68,3.55
0.92,Premium,H,SI1,60.7,59.0,8.060224240440958,6.34,6.25,3.82
0.77,Very Good,D,SI1,60.3,58.0,8.06054004653864,5.89,5.96,3.57
0.71,Ideal,G,VVS1,62.1,56.0,8.060855752934316,5.72,5.84,3.59
0.72,Ideal,H,VS1,61.8,55.0,8.060855752934316,5.78,5.81,3.58
0.7,Ideal,E,VS1,62.6,55.0,8.060855752934316,5.66,5.69,3.55
0.79,Ideal,H,SI1,61.4,56.0,8.060855752934316,5.93,5.96,3.65
0.85,Ideal,E,SI1,61.8,54.0,8.060855752934316,6.1,6.14,3.78
0.7,Ideal,H,IF,62.2,55.0,8.060855752934316,5.68,5.71,3.54
0.72,Premium,F,VS1,62.2,57.0,8.060855752934316,5.74,5.67,3.55
1.01,Fair,H,SI2,64.5,54.0,8.060855752934316,6.26,6.15,4.0
1.01,Very Good,H,I1,63.2,58.0,8.060855752934316,6.39,6.33,4.02
1.08,Ideal,F,I1,61.8,56.0,8.06117135969092,6.64,6.62,4.1
1.23,Ideal,H,I1,61.6,55.0,8.06117135969092,6.92,6.87,4.25
0.91,Very Good,J,SI2,62.4,61.0,8.061486866871327,6.13,6.2,3.85
0.79,Ideal,F,SI1,61.2,56.0,8.061486866871327,5.96,6.01,3.66
0.77,Ideal,F,SI1,61.4,55.0,8.061486866871327,5.93,5.95,3.65
0.76,Very Good,G,VS2,61.1,57.0,8.061802274538348,5.84,5.95,3.6
0.92,Very Good,J,SI1,62.6,58.0,8.061802274538348,6.18,6.22,3.88
0.92,Ideal,J,SI1,62.3,56.0,8.061802274538348,6.24,6.29,3.9
0.76,Ideal,E,SI1,61.8,57.0,8.061802274538348,5.84,5.87,3.62
0.75,Ideal,E,SI1,62.1,55.0,8.061802274538348,5.81,5.85,3.62
0.74,Premium,F,VS1,61.7,57.0,8.061802274538348,5.85,5.79,3.59
0.74,Ideal,F,VS1,62.3,56.0,8.061802274538348,5.79,5.76,3.6
0.74,Ideal,F,VS1,61.7,56.0,8.061802274538348,5.83,5.78,3.58
0.74,Ideal,F,VS1,62.3,57.0,8.061802274538348,5.79,5.77,3.6
0.74,Ideal,F,VS2,62.1,56.0,8.06211758275474,5.79,5.83,3.61
0.83,Very Good,G,SI1,62.3,58.0,8.06211758275474,5.97,6.01,3.73
0.83,Ideal,H,VS2,61.6,55.0,8.06211758275474,6.04,6.08,3.73
0.78,Ideal,G,VS2,62.2,57.0,8.06211758275474,5.87,5.9,3.66
0.75,Ideal,G,SI1,61.8,55.0,8.06211758275474,5.81,5.84,3.6
0.83,Ideal,G,SI1,61.8,55.0,8.06211758275474,6.05,6.09,3.75
0.79,Ideal,E,SI1,60.3,56.0,8.06211758275474,5.99,6.05,3.63
1.03,Ideal,H,I1,61.5,57.0,8.062432791583195,6.48,6.52,4.0
1.03,Premium,H,I1,61.1,60.0,8.062432791583195,6.46,6.51,3.96
1.03,Ideal,H,SI2,62.4,57.0,8.062432791583195,6.43,6.36,4.0
0.7,Ideal,G,VS2,62.7,54.0,8.062432791583195,5.65,5.7,3.65
0.7,Ideal,E,VS2,62.2,55.0,8.062432791583195,5.64,5.67,3.52
0.7,Very Good,E,SI1,63.9,57.0,8.062747901086354,5.55,5.66,3.58
1.01,Premium,G,SI2,60.1,58.0,8.062747901086354,6.54,6.39,3.89
0.8,Ideal,D,SI2,61.5,58.0,8.062747901086354,5.97,6.0,3.68
0.92,Premium,H,SI2,60.4,59.0,8.063062911326792,6.36,6.33,3.83
0.71,Very Good,F,VS1,62.9,55.0,8.063377822367027,5.68,5.71,3.58
0.7,Ideal,H,VVS1,60.2,57.0,8.063377822367027,5.78,5.82,3.49
0.9,Ideal,J,VS1,62.5,55.0,8.063377822367027,6.18,6.14,3.85
0.7,Premium,E,VS1,62.9,61.0,8.063377822367027,5.65,5.57,3.53
0.9,Premium,G,SI2,61.9,61.0,8.063377822367027,6.13,6.06,3.77
0.9,Premium,J,VS1,62.3,56.0,8.063377822367027,6.23,6.19,3.87
0.7,Good,E,VS1,63.6,58.0,8.063377822367027,5.67,5.62,3.59
0.9,Very Good,I,SI1,61.8,58.0,8.063692634269517,6.2,6.26,3.85
0.9,Good,I,SI1,63.5,59.0,8.063692634269517,6.05,6.1,3.86
0.77,Ideal,G,VS1,62.4,54.0,8.063692634269517,5.89,5.93,3.69
0.32,Ideal,F,SI2,61.7,56.0,6.331501849893691,4.41,4.44,2.73
0.32,Premium,G,VS2,62.5,58.0,6.331501849893691,4.36,4.38,2.73
0.32,Ideal,G,VS2,62.0,57.0,6.331501849893691,4.39,4.41,2.73
0.32,Ideal,H,VS1,61.8,55.0,6.331501849893691,4.41,4.42,2.73
0.32,Ideal,G,VS2,61.5,57.0,6.331501849893691,4.4,4.41,2.71
0.32,Very Good,H,VS1,63.0,55.0,6.331501849893691,4.4,4.42,2.78
0.32,Premium,I,VVS2,62.1,59.0,6.331501849893691,4.35,4.38,2.71
0.32,Very Good,I,VVS2,63.0,57.0,6.331501849893691,4.33,4.37,2.74
0.32,Very Good,G,VS2,62.8,58.0,6.331501849893691,4.31,4.35,2.72
0.32,Premium,G,VS2,60.8,59.0,6.331501849893691,4.41,4.44,2.69
0.32,Premium,G,VS2,61.1,58.0,6.331501849893691,4.42,4.45,2.71
0.32,Very Good,G,VS2,59.9,57.0,6.331501849893691,4.47,4.51,2.69
0.32,Very Good,H,VS1,62.8,58.0,6.331501849893691,4.35,4.37,2.74
0.32,Very Good,E,SI1,62.2,58.0,6.331501849893691,4.36,4.39,2.72
0.32,Premium,E,SI1,62.3,58.0,6.331501849893691,4.37,4.4,2.73
0.4,Good,H,SI2,63.8,57.0,6.331501849893691,4.67,4.7,2.99
0.32,Premium,G,VS2,61.5,60.0,6.331501849893691,4.36,4.39,2.69
0.32,Premium,G,VS2,60.7,58.0,6.331501849893691,4.38,4.42,2.67
0.32,Premium,G,VS2,61.5,59.0,6.331501849893691,4.4,4.42,2.71
0.32,Ideal,G,VS2,61.4,57.0,6.331501849893691,4.39,4.4,2.7
0.32,Ideal,G,VS2,62.0,57.0,6.331501849893691,4.37,4.4,2.72
0.32,Ideal,E,SI1,61.8,55.0,6.331501849893691,4.42,4.45,2.74
0.32,Ideal,H,VS1,61.1,56.0,6.331501849893691,4.44,4.46,2.72
0.32,Ideal,G,VS2,62.5,56.0,6.331501849893691,4.38,4.42,2.75
0.32,Very Good,H,VS1,62.8,55.0,6.331501849893691,4.35,4.41,2.75
0.32,Ideal,G,VS2,61.8,55.0,6.331501849893691,4.41,4.43,2.73
0.32,Premium,G,VS2,61.2,59.0,6.331501849893691,4.38,4.41,2.69
0.32,Very Good,G,VS2,62.0,59.0,6.331501849893691,4.37,4.41,2.72
0.26,Very Good,F,VVS1,61.3,58.0,6.333279628139691,4.13,4.16,2.54
0.31,Ideal,G,VS2,61.7,55.0,6.333279628139691,4.37,4.39,2.7
0.7,Ideal,E,VS2,61.1,56.0,8.063692634269517,5.73,5.76,3.51
0.72,Ideal,D,SI2,60.5,57.0,8.063692634269517,5.82,5.89,3.54
0.7,Very Good,E,VS1,63.8,57.0,8.064007347096661,5.61,5.65,3.59
0.74,Ideal,D,VS2,61.1,54.0,8.064007347096661,5.86,5.89,3.59
0.67,Very Good,G,VVS1,62.0,56.0,8.064321960910803,5.6,5.62,3.48
0.74,Ideal,H,VS2,62.2,55.0,8.064321960910803,5.83,5.81,3.62
0.72,Ideal,G,VVS2,62.6,56.0,8.064636475774222,5.7,5.74,3.58
0.72,Ideal,D,VS2,60.8,56.0,8.064636475774222,5.8,5.84,3.54
0.72,Ideal,D,VS2,62.1,57.0,8.064636475774222,5.69,5.75,3.55
0.72,Ideal,D,VS2,62.8,57.0,8.064636475774222,5.68,5.73,3.58
0.81,Good,D,SI1,63.9,58.0,8.064636475774222,5.9,5.85,3.75
0.74,Very Good,E,VS2,61.8,58.0,8.064950891749143,5.79,5.82,3.59
0.93,Very Good,J,VS2,61.1,59.0,8.064950891749143,6.32,6.34,3.87
0.87,Very Good,H,SI1,62.2,57.0,8.064950891749143,6.05,6.11,3.78
0.72,Ideal,H,VVS1,60.8,58.0,8.064950891749143,5.77,5.8,3.52
0.72,Ideal,H,VVS1,61.8,55.0,8.064950891749143,5.74,5.78,3.56
0.72,Ideal,H,VVS1,61.5,57.0,8.064950891749143,5.74,5.76,3.54
0.91,Fair,H,SI1,64.4,60.0,8.064950891749143,6.1,6.07,3.92
0.91,Premium,H,SI1,62.2,56.0,8.064950891749143,6.23,6.18,3.86
0.91,Very Good,J,SI2,62.0,56.0,8.065265208897733,6.18,6.23,3.85
0.95,Premium,G,SI2,62.6,58.0,8.065265208897733,6.22,6.18,3.88
0.63,Ideal,E,VVS1,61.1,58.0,8.065265208897733,5.49,5.54,3.37
0.92,Ideal,J,SI1,61.7,57.0,8.065265208897733,6.21,6.26,3.85
0.95,Premium,G,SI2,59.8,60.0,8.065265208897733,6.36,6.34,3.8
0.8,Ideal,I,VVS1,61.7,56.0,8.065265208897733,5.98,5.92,3.67
0.73,Very Good,D,VS2,63.5,58.0,8.065579427282092,5.68,5.72,3.62
0.73,Ideal,D,VS2,62.1,56.0,8.065579427282092,5.77,5.8,3.59
0.73,Ideal,G,VVS2,61.9,56.0,8.065893546964274,5.74,5.81,3.61
0.73,Ideal,G,VVS2,62.2,55.0,8.065893546964274,5.74,5.77,3.58
0.72,Very Good,E,SI1,63.3,56.0,8.065893546964274,5.67,5.71,3.6
1.11,Premium,I,I1,61.8,59.0,8.065893546964274,6.65,6.58,4.09
0.85,Ideal,H,SI1,60.8,57.0,8.065893546964274,6.13,6.18,3.74
0.76,Ideal,G,VS2,61.5,55.0,8.065893546964274,5.92,5.88,3.63
0.7,Premium,D,VS1,60.9,60.0,8.065893546964274,5.75,5.71,3.49
0.73,Very Good,E,VS2,62.9,58.0,8.066207568006265,5.7,5.75,3.6
0.78,Ideal,G,VS2,61.7,55.0,8.066207568006265,5.94,5.89,3.65
0.7,Ideal,H,VS1,61.2,55.0,8.066521490469993,5.71,5.76,3.51
0.7,Ideal,H,VS1,61.0,56.0,8.066521490469993,5.75,5.79,3.51
0.7,Ideal,H,VS1,61.7,57.0,8.066521490469993,5.66,5.7,3.5
0.79,Ideal,D,SI1,61.2,56.0,8.066521490469993,6.02,5.95,3.66
0.72,Premium,G,IF,60.1,58.0,8.066521490469993,5.89,5.86,3.53
0.96,Premium,J,SI1,62.9,59.0,8.067149039910106,6.3,6.22,3.94
0.9,Very Good,E,SI2,63.4,56.0,8.067149039910106,6.15,5.99,3.85
0.9,Very Good,J,VS1,62.5,56.0,8.067462667010057,6.11,6.21,3.85
0.77,Ideal,E,SI1,61.6,57.0,8.06777619577889,5.87,5.91,3.63
0.91,Very Good,G,SI2,60.3,59.0,8.06777619577889,6.23,6.28,3.77
0.85,Ideal,E,SI2,62.8,57.0,8.06777619577889,6.06,6.01,3.79
0.71,Ideal,H,VS2,61.9,55.0,8.06777619577889,5.74,5.77,3.56
0.74,Ideal,E,VS2,59.5,57.0,8.06777619577889,5.92,5.94,3.53
0.73,Ideal,D,SI1,61.8,56.0,8.06777619577889,5.8,5.76,3.57
0.73,Ideal,D,SI1,61.9,56.0,8.06777619577889,5.8,5.77,3.58
1.01,Premium,J,VS2,62.4,60.0,8.068089626278244,6.45,6.35,3.99
0.71,Ideal,H,IF,62.0,54.0,8.068089626278244,5.71,5.75,3.55
0.89,Premium,G,SI1,61.1,58.0,8.068089626278244,6.24,6.17,3.79
0.92,Premium,I,SI1,62.9,60.0,8.068089626278244,6.18,6.13,3.87
0.7,Ideal,G,VVS2,60.6,56.0,8.068402958569699,5.69,5.82,3.49
0.7,Ideal,G,VVS2,60.3,57.0,8.068402958569699,5.75,5.83,3.49
0.7,Ideal,F,VVS2,62.0,55.0,8.068402958569699,5.71,5.67,3.53
0.71,Ideal,E,VS2,62.1,57.0,8.068402958569699,5.71,5.75,3.56
0.71,Ideal,E,VS2,62.0,57.0,8.068402958569699,5.71,5.74,3.55
0.8,Ideal,E,VS2,61.4,55.0,8.068716192714781,5.96,5.99,3.67
0.71,Ideal,D,VS1,62.2,55.0,8.068716192714781,5.71,5.74,3.56
0.75,Ideal,E,VS2,60.2,57.0,8.068716192714781,5.93,5.9,3.56
0.71,Very Good,E,VS1,62.1,60.0,8.068716192714781,5.65,5.71,3.53
0.71,Very Good,E,VS1,61.5,57.0,8.068716192714781,5.74,5.77,3.54
0.81,Ideal,G,SI1,62.2,57.0,8.068716192714781,5.97,6.02,3.73
0.76,Ideal,E,VS2,61.5,56.0,8.068716192714781,5.92,5.89,3.63
0.91,Good,H,VS2,63.8,59.0,8.068716192714781,5.99,5.96,3.82
0.76,Premium,E,VS2,60.1,59.0,8.068716192714781,6.01,5.97,3.6
1.0,Fair,H,SI2,64.4,57.0,8.068716192714781,6.35,6.29,4.07
0.81,Premium,G,VS2,61.4,60.0,8.069029328774958,6.02,5.99,3.69
0.73,Ideal,F,VVS2,62.2,54.0,8.069029328774958,5.8,5.75,3.59
0.7,Good,D,VS1,60.4,63.0,8.069029328774958,5.68,5.74,3.45
0.81,Premium,G,VS2,62.9,58.0,8.069029328774958,5.94,5.88,3.72
0.9,Good,H,SI2,63.6,60.0,8.069029328774958,6.11,6.06,3.87
0.54,Premium,D,VVS1,61.4,57.5,8.069342366811636,5.25,5.28,3.23
0.83,Very Good,G,VS2,62.7,58.0,8.069655306886165,5.97,6.03,3.76
0.73,Ideal,D,SI1,62.4,53.0,8.069655306886165,5.79,5.82,3.62
0.71,Ideal,G,VS1,62.3,54.0,8.069655306886165,5.68,5.72,3.55
0.8,Ideal,D,SI1,61.7,56.0,8.069655306886165,5.96,6.0,3.69
0.83,Good,G,VS2,63.7,60.9,8.069655306886165,5.84,5.92,3.75
0.91,Very Good,F,SI1,63.5,58.0,8.069655306886165,6.15,6.1,3.89
0.91,Very Good,F,SI1,63.3,60.0,8.069655306886165,6.1,6.06,3.85
0.6,Ideal,F,VVS2,61.5,57.0,8.069968149059841,5.42,5.45,3.34
0.9,Good,I,SI1,63.0,53.0,8.069968149059841,6.08,6.15,3.85
0.91,Ideal,F,SI2,61.7,55.0,8.069968149059841,6.27,6.2,3.85
0.9,Very Good,J,VS1,62.9,56.0,8.0702808933939,6.13,6.18,3.87
0.51,Ideal,E,VVS1,61.3,56.0,8.0702808933939,5.13,5.21,3.17
0.77,Very Good,G,VS1,61.1,54.0,8.0702808933939,5.91,5.94,3.62
0.83,Premium,F,SI1,62.0,59.0,8.070593539949519,6.04,5.99,3.73
0.73,Ideal,E,VS2,62.2,59.0,8.070593539949519,5.74,5.77,3.58
0.71,Ideal,E,VS1,61.4,59.0,8.070593539949519,5.71,5.75,3.52
0.71,Ideal,E,VS1,62.3,56.0,8.070593539949519,5.66,5.7,3.54
0.83,Ideal,F,SI1,62.1,55.0,8.070593539949519,6.05,6.0,3.74
0.7,Premium,E,VS2,61.0,59.0,8.070906088787819,5.74,5.7,3.49
0.71,Ideal,F,VS1,62.6,57.0,8.070906088787819,5.7,5.73,3.58
0.71,Ideal,F,VS1,61.1,56.0,8.070906088787819,5.71,5.74,3.5
1.02,Very Good,E,I1,60.6,63.0,8.070906088787819,6.52,6.46,3.93
0.7,Ideal,F,VS1,62.4,56.0,8.070906088787819,5.67,5.65,3.53
0.7,Ideal,D,SI1,61.7,57.0,8.070906088787819,5.76,5.73,3.54
1.02,Premium,H,I1,62.5,60.0,8.070906088787819,6.41,6.39,4.0
0.73,Very Good,F,VS1,62.0,57.0,8.071218539969863,5.73,5.75,3.56
0.74,Ideal,F,VS2,62.1,56.0,8.071218539969863,5.83,5.79,3.61
0.9,Ideal,E,SI2,62.6,56.0,8.071218539969863,6.15,6.06,3.82
0.9,Good,H,SI1,63.8,57.0,8.07153089355666,6.07,6.13,3.89
0.7,Ideal,E,VS2,60.5,59.0,8.07153089355666,5.72,5.75,3.47
0.7,Ideal,E,VS2,61.1,59.0,8.07153089355666,5.67,5.73,3.48
0.73,Ideal,E,VS2,62.4,57.0,8.07153089355666,5.75,5.79,3.6
0.84,Ideal,I,VS1,61.4,57.0,8.07153089355666,6.03,6.09,3.72
0.76,Ideal,F,VS2,61.0,55.0,8.07153089355666,5.92,5.89,3.6
0.71,Very Good,D,VS2,59.7,55.0,8.07215530818825,5.85,5.88,3.5
1.04,Good,H,I1,63.9,58.0,8.07215530818825,6.35,6.42,4.08
